Dataset,c,k,m,M_NUM,PIVOT,Q_NUM,R_MIN,RATIO,RECALL,AVG_TIME,COST,DATE
MNIST,1.5,50,15,16,5,100,1,1.00282,0.9258,6.96746,0.0430394,873.099,
netflix,1.5,50,15,16,5,100,1,1.00056,0.9824,1.16034,0.05835,873.099,
text-to-image,1.5,50,15,16,5,100,1,1.00295,0.9308,212.772,0.0808513,873.099,
notre,1.5,50,15,16,5,100,1,1.00256,0.9216,51.448,0.0327516,873.099,
notre,1.5,50,15,16,5,100,1,1.00213,0.9338,52.7279,0.0425165,873.099,
trevi,1.5,50,15,16,5,100,1,1.00291,0.917,21.0745,0.039978,873.099,
trevi,1.5,50,15,16,5,100,1,1.00217,0.9306,26.6978,0.0524598,873.099,
trevi,1.5,50,15,16,5,100,1,1.00056,0.947,38.5131,0.0707141,873.099,
uqv,1.5,50,15,16,5,100,1,2.08659,0.0002,0.12554,0.00010628,873.099,
uqv,1.5,50,15,16,5,100,1,2.08659,0.0002,0.19954,0.00010628,873.099,
uqv,1.5,50,15,16,5,100,1,2.08659,0.0002,0.2772,0.00010628,873.099,
ukbench,1.5,50,15,16,5,100,1,1.00152,0.939,173.27,0.0354886,873.099,
ukbench,1.5,50,15,16,5,100,1,1.00185,0.9344,182.358,0.0268584,873.099,
ukbench,1.5,50,15,16,5,100,1,1.001,0.945,195.7,0.0427064,873.099,
tiny5m,1.5,50,15,16,5,100,1,1.00225,0.8728,1172.4,0.0825542,873.1,
word2vec,1.5,50,15,16,5,100,1,1.00947,0.6274,202.036,0.0718091,873.1,
word2vec,1.5,50,15,16,5,100,1,1.00902,0.6148,210.691,0.0480319,873.1,
yahoomusic,1.5,50,15,16,5,100,1,1.00321,0.9232,14.9183,0.0578919,873.1,
yahoomusic,1.5,50,15,16,5,100,1,1.00328,0.921,14.6018,0.0426003,873.1,
word2vec,1.5,50,15,16,5,100,1,1.00667,0.711,225.079,0.0955376,873.1,
yahoomusic,1.5,50,15,16,5,100,1,1.00232,0.9364,17.0317,0.0643743,873.1,
crawl,1.5,50,15,16,5,100,1,1.00651,0.7906,420.98,0.0693978,873.1,
tiny5m,1.5,50,15,16,5,100,1,1.00258,0.865,929.5,0.0601677,873.102,
crawl,1.5,50,15,16,5,100,1,1.00971,0.749,388.615,0.04592,873.102,
tiny5m,1.5,50,15,16,5,100,1,1.00469,0.7788,898.014,0.043942,873.104,
astro1m,1.5,50,10,16,5,100,1,1.01894,0.3518,181.569,0.080003,874.091,
audio,1.5,50,10,16,5,100,1,1.0026,0.9256,3.34799,0.0494188,874.091,
bigann,1.5,50,10,16,5,100,1,1.00441,0.8944,155.921,0.0651098,874.091,
nuswide,1.5,50,10,16,5,100,1,1.01186,0.633,53.4643,0.0790016,874.091,
astro1m,2,50,15,16,5,100,1,1.01436,0.4392,217.302,0.0780857,874.091,
cifar,1.5,50,10,16,5,100,1,1.02998,0.6536,5.17632,0.0791186,874.091,
audio,2,50,15,16,5,100,1,1.00311,0.9122,3.31625,0.0363639,874.091,
nytimes,1.5,50,10,16,5,100,1,1.0685,0.2014,50.819,0.0800086,874.091,
astro1m,1.75,50,10,16,5,100,1,1.02122,0.3126,192.925,0.0800024,874.091,
audio,1.75,50,10,16,5,100,1,1.00354,0.9154,4.59647,0.0490014,874.091,
nuswide,2,50,15,16,5,100,1,1.00832,0.695,56.3274,0.0652187,874.091,
nuswide,1.75,50,10,16,5,100,1,1.01017,0.6432,57.0796,0.0773203,874.091,
nytimes,2,50,15,16,5,100,1,1.01876,0.2914,67.2018,0.0787004,874.091,
bigann,2,50,15,16,5,100,1,1.002,0.9392,189.968,0.0426892,874.092,
nytimes,1.75,50,10,16,5,100,1,1.06213,0.2404,59.5653,0.0800067,874.092,
cifar,2,50,15,16,5,100,1,1.00576,0.8646,7.3426,0.0664746,874.092,
deep,1.5,50,10,16,5,100,1,1.0072,0.8286,195.99,0.0727271,874.092,
random,1.5,50,10,16,5,100,1,1.03058,0.8268,165.095,0.0731875,874.092,
bigann,1.75,50,10,16,5,100,1,1.00291,0.9124,150.747,0.0558136,874.092,
cifar,1.75,50,10,16,5,100,1,1.016,0.7514,6.47986,0.0765948,874.092,
enron,1.5,50,10,16,5,100,1,1.00404,0.8786,19.6893,0.0615079,874.092,
random,2,50,15,16,5,100,1,1.05172,0.8134,171.959,0.0618338,874.092,
random,1.75,50,10,16,5,100,1,1.03651,0.8088,147.361,0.0669095,874.092,
sald1m,1.5,50,10,16,5,100,1,1.00272,0.9144,144.451,0.0551006,874.092,
deep,1.75,50,10,16,5,100,1,1.00781,0.8202,182.034,0.0646535,874.092,
deep,2,50,15,16,5,100,1,1.00461,0.8762,217.093,0.0529863,874.092,
enron,1.75,50,10,16,5,100,1,1.00706,0.8298,21.215,0.0677646,874.092,
enron,2,50,15,16,5,100,1,1.00334,0.8864,18.4247,0.0548511,874.092,
sald1m,2,50,15,16,5,100,1,1.00236,0.9136,150.4,0.0315974,874.092,
sald1m,1.75,50,10,16,5,100,1,1.00424,0.8708,131.643,0.0496554,874.092,
seismic1m,1.5,50,10,16,5,100,1,1.01369,0.475,196.083,0.0798799,874.092,
crawl,1.5,50,10,16,5,100,1,1.01343,0.6894,402.888,0.07637,874.092,
gist,1.5,50,10,16,5,100,1,1.00596,0.7624,227.663,0.0741563,874.092,
seismic1m,1.75,50,10,16,5,100,1,1.01248,0.5232,185.01,0.0664284,874.092,
seismic1m,2,50,15,16,5,100,1,1.00863,0.5912,213.772,0.0623219,874.092,
sift,1.5,50,10,16,5,100,1,1.00272,0.9198,131.47,0.0594867,874.092,
gist,1.75,50,10,16,5,100,1,1.0077,0.716,253.312,0.0779418,874.093,
glove,1.5,50,10,16,5,100,1,1.0086,0.7756,238.174,0.0769812,874.093,
sift,1.75,50,10,16,5,100,1,1.0029,0.9236,144.85,0.0589642,874.093,
gist,2,50,15,16,5,100,1,1.00431,0.8094,274.072,0.064302,874.093,
sift,2,50,15,16,5,100,1,1.00172,0.9456,151.896,0.0411077,874.093,
space1V,1.5,50,10,16,5,100,1,1.02014,0.5198,190.893,0.0798824,874.093,
sun,1.5,50,10,16,5,100,1,1.00769,0.8128,14.1092,0.077698,874.093,
glove,1.75,50,10,16,5,100,1,1.00897,0.7746,234.606,0.0765488,874.093,
imageNet,1.5,50,10,16,5,100,1,1.31726,0.4456,89.8122,0.0193299,874.093,
space1V,1.75,50,10,16,5,100,1,1.02008,0.5018,192.608,0.0800021,874.093,
lastfm,1.5,50,10,16,5,100,1,1.00041,0.8316,9.45393,0.0745647,874.093,
sun,1.75,50,10,16,5,100,1,1.00828,0.8044,14.0933,0.0748128,874.093,
space1V,2,50,15,16,5,100,1,1.01318,0.6084,226.303,0.0791763,874.093,
glove,2,50,15,16,5,100,1,1.00559,0.8336,263.905,0.0683204,874.093,
sun,2,50,15,16,5,100,1,1.00573,0.851,13.5514,0.0617983,874.093,
imageNet,1.75,50,10,16,5,100,1,1.29154,0.4462,81.2898,0.0197449,874.093,
text-to-image,1.5,50,10,16,5,100,1,1.0098,0.8224,193.018,0.0695703,874.093,
millionSong,1.5,50,10,16,5,100,1,1.00228,0.9318,123.373,0.045566,874.093,
movielens,1.5,50,10,16,5,100,1,1.00315,0.9308,0.8421,0.0799335,874.093,
lastfm,1.75,50,10,16,5,100,1,1.00024,0.8666,10.2617,0.0761781,874.093,
MNIST,1.5,50,10,16,5,100,1,1.00983,0.8632,9.74969,0.0627258,874.093,
netflix,1.5,50,10,16,5,100,1,1.00544,0.898,1.36112,0.0765115,874.093,
text-to-image,1.75,50,10,16,5,100,1,1.01218,0.7844,198.48,0.0723623,874.093,
trevi,1.5,50,10,16,5,100,1,1.00345,0.8974,43.4559,0.0740287,874.093,
notre,1.5,50,10,16,5,100,1,1.0036,0.9142,52.4142,0.0582127,874.093,
uqv,1.5,50,10,16,5,100,1,1.92608,0.0006,0.14365,0.00010579,874.093,
trevi,1.75,50,10,16,5,100,1,1.00301,0.905,41.0322,0.0689243,874.093,
text-to-image,2,50,15,16,5,100,1,1.0053,0.8834,221.675,0.0587903,874.093,
uqv,1.75,50,10,16,5,100,1,1.9535,0.0016,0.13236,0.000106,874.093,
imageNet,2,50,15,16,5,100,1,1.19741,0.5658,164.726,0.0294831,874.093,
millionSong,1.75,50,10,16,5,100,1,1.00146,0.9338,146.881,0.0560103,874.093,
movielens,1.75,50,10,16,5,100,1,1.002,0.9496,0.79095,0.0784584,874.093,
lastfm,2,50,15,16,5,100,1,1.00071,0.7452,6.41078,0.0628655,874.093,
MNIST,1.75,50,10,16,5,100,1,1.00752,0.8762,11.7411,0.0588845,874.093,
netflix,1.75,50,10,16,5,100,1,1.00299,0.9336,1.28111,0.0631863,874.093,
trevi,2,50,15,16,5,100,1,1.0039,0.8826,32.146,0.0512224,874.093,
notre,1.75,50,10,16,5,100,1,1.0047,0.9002,47.7431,0.0501677,874.094,
uqv,2,50,15,16,5,100,1,1.84984,0.0026,0.12192,0.0001062,874.094,
ukbench,1.5,50,10,16,5,100,1,1.00429,0.9012,153.144,0.0492934,874.094,
ukbench,1.75,50,10,16,5,100,1,1.00242,0.919,144.46,0.0432765,874.094,
millionSong,2,50,15,16,5,100,1,1.00352,0.91,112.312,0.0242872,874.094,
movielens,2,50,15,16,5,100,1,1.00758,0.8578,0.72697,0.0698642,874.094,
MNIST,2,50,15,16,5,100,1,1.00509,0.9114,10.0521,0.0464984,874.094,
netflix,2,50,15,16,5,100,1,1.00086,0.9736,1.24765,0.0577558,874.094,
notre,2,50,15,16,5,100,1,1.00351,0.9098,54.471,0.0416876,874.094,
tiny5m,1.5,50,10,16,5,100,1,1.00531,0.7532,954.986,0.0760781,874.094,
ukbench,2,50,15,16,5,100,1,1.00462,0.8946,175.414,0.0303235,874.094,
word2vec,1.5,50,10,16,5,100,1,1.01353,0.5402,187.156,0.0769493,874.094,
yahoomusic,1.5,50,10,16,5,100,1,1.00523,0.8848,13.6208,0.0647236,874.094,
word2vec,1.75,50,10,16,5,100,1,1.01273,0.551,174.007,0.0754766,874.094,
yahoomusic,1.75,50,10,16,5,100,1,1.00585,0.876,13.9585,0.0719403,874.094,
word2vec,2,50,15,16,5,100,1,1.00976,0.6176,191.227,0.0686429,874.094,
yahoomusic,2,50,15,16,5,100,1,1.00268,0.9336,13.4804,0.0430672,874.094,
crawl,2,50,15,16,5,100,1,1.00601,0.8028,419.313,0.0691693,874.094,
tiny5m,2,50,15,16,5,100,1,1.00388,0.8094,1072.58,0.0667807,874.096,
crawl,1.75,50,10,16,5,100,1,1.01398,0.6628,364.778,0.0739359,874.097,
tiny5m,1.75,50,10,16,5,100,1,1.00662,0.7098,898.491,0.0733742,874.098,
astro1m,1.5,50,15,16,5,100,1,1.02568,0.272,175.73,0.030003,874.511,
audio,1.5,50,15,16,5,100,1,1.00578,0.8978,3.00391,0.0199112,874.511,
astro1m,1.5,50,15,16,5,100,1,1.03136,0.213,169.29,0.0200034,874.511,
audio,1.5,50,15,16,5,100,1,1.00546,0.8834,2.77609,0.0166762,874.511,
nuswide,1.5,50,15,16,5,100,1,1.01717,0.5556,42.127,0.0290203,874.511,
nytimes,1.5,50,15,16,5,100,1,1.09918,0.1686,51.3151,0.0300092,874.511,
astro1m,1.5,50,15,16,5,100,1,1.04344,0.1392,165.708,0.0100035,874.511,
bigann,1.5,50,15,16,5,100,1,1.0028,0.9182,128.929,0.0211121,874.511,
nuswide,1.5,50,15,16,5,100,1,1.01875,0.5218,44.4188,0.0195357,874.511,
audio,1.5,50,15,16,5,100,1,1.00964,0.851,2.59904,0.008822,874.511,
cifar,1.5,50,15,16,5,100,1,1.01222,0.772,3.56967,0.029305,874.511,
nytimes,1.5,50,15,16,5,100,1,1.13084,0.1454,46.4525,0.02001,874.511,
bigann,1.5,50,15,16,5,100,1,1.00573,0.8562,147.987,0.0169029,874.511,
nuswide,1.5,50,15,16,5,100,1,1.02608,0.4738,42.1263,0.009824,874.511,
cifar,1.5,50,15,16,5,100,1,1.02362,0.664,3.97652,0.0198382,874.511,
nytimes,1.5,50,15,16,5,100,1,1.18073,0.0856,48.5938,0.0100113,874.511,
random,1.5,50,15,16,5,100,1,1.04269,0.724,137.241,0.0262221,874.511,
bigann,1.5,50,15,16,5,100,1,1.00919,0.8156,142.492,0.00878178,874.511,
cifar,1.5,50,15,16,5,100,1,1.04262,0.5704,2.87418,0.0100046,874.511,
deep,1.5,50,15,16,5,100,1,1.00735,0.819,166.307,0.0261136,874.511,
random,1.5,50,15,16,5,100,1,1.03945,0.6956,137.163,0.0192456,874.511,
enron,1.5,50,15,16,5,100,1,1.00771,0.8126,8.39036,0.0265023,874.511,
deep,1.5,50,15,16,5,100,1,1.00944,0.792,162.329,0.0183387,874.511,
random,1.5,50,15,16,5,100,1,1.03582,0.5942,138.507,0.00963178,874.511,
enron,1.5,50,15,16,5,100,1,1.00967,0.7928,9.84178,0.0170509,874.511,
sald1m,1.5,50,15,16,5,100,1,1.00578,0.8534,149.335,0.0223022,874.511,
sald1m,1.5,50,15,16,5,100,1,1.00396,0.8742,136.419,0.0144737,874.511,
deep,1.5,50,15,16,5,100,1,1.01792,0.7188,167.375,0.00974035,874.511,
enron,1.5,50,15,16,5,100,1,1.02096,0.6832,5.76505,0.00930138,874.511,
sald1m,1.5,50,15,16,5,100,1,1.00928,0.7964,118.055,0.00846607,874.511,
seismic1m,1.5,50,15,16,5,100,1,1.01876,0.408,175.116,0.0282625,874.512,
gist,1.5,50,15,16,5,100,1,1.00706,0.7174,181.932,0.0290661,874.512,
seismic1m,1.5,50,15,16,5,100,1,1.02805,0.3118,169.931,0.0200029,874.512,
crawl,1.5,50,15,16,5,100,1,1.01528,0.6352,395.249,0.0281703,874.512,
gist,1.5,50,15,16,5,100,1,1.01376,0.566,189.535,0.0199281,874.512,
seismic1m,1.5,50,15,16,5,100,1,1.03044,0.2766,146.198,0.00969217,874.512,
sift,1.5,50,15,16,5,100,1,1.00221,0.9306,131.473,0.0232647,874.512,
gist,1.5,50,15,16,5,100,1,1.02534,0.4024,170.862,0.0099708,874.512,
sift,1.5,50,15,16,5,100,1,1.00394,0.893,110.577,0.016896,874.512,
sift,1.5,50,15,16,5,100,1,1.00885,0.802,101.059,0.00943232,874.512,
glove,1.5,50,15,16,5,100,1,1.01117,0.731,207.713,0.0298501,874.512,
glove,1.5,50,15,16,5,100,1,1.01689,0.6658,215.117,0.019232,874.512,
space1V,1.5,50,15,16,5,100,1,1.0264,0.4194,185.637,0.0300022,874.512,
sun,1.5,50,15,16,5,100,1,1.01174,0.7594,10.6332,0.0286868,874.512,
space1V,1.5,50,15,16,5,100,1,1.03192,0.3452,173.761,0.0200023,874.512,
sun,1.5,50,15,16,5,100,1,1.01674,0.7098,8.43433,0.0198633,874.512,
space1V,1.5,50,15,16,5,100,1,1.04852,0.2398,158.326,0.00999349,874.512,
glove,1.5,50,15,16,5,100,1,1.02172,0.6082,207.544,0.00991744,874.512,
sun,1.5,50,15,16,5,100,1,1.02115,0.6582,4.87363,0.00986916,874.512,
imageNet,1.5,50,15,16,5,100,1,1.21183,0.5062,104.342,0.0149682,874.512,
lastfm,1.5,50,15,16,5,100,1,1.00034,0.7116,2.68452,0.0291744,874.512,
imageNet,1.5,50,15,16,5,100,1,1.22263,0.485,104.235,0.0108101,874.512,
lastfm,1.5,50,15,16,5,100,1,1.00052,0.6258,3.12476,0.0193351,874.512,
text-to-image,1.5,50,15,16,5,100,1,1.0127,0.8028,191.824,0.0277881,874.512,
imageNet,1.5,50,15,16,5,100,1,1.21554,0.4542,61.8953,0.00594641,874.513,
text-to-image,1.5,50,15,16,5,100,1,1.02752,0.6638,162.571,0.00984283,874.513,
text-to-image,1.5,50,15,16,5,100,1,1.0185,0.7372,181.573,0.0189655,874.513,
lastfm,1.5,50,15,16,5,100,1,1.00091,0.3974,1.02681,0.00953418,874.513,
millionSong,1.5,50,15,16,5,100,1,1.00139,0.9342,109.28,0.0191201,874.513,
movielens,1.5,50,15,16,5,100,1,1.00994,0.83,0.50961,0.0298923,874.513,
MNIST,1.5,50,15,16,5,100,1,1.00945,0.867,5.99608,0.023767,874.513,
netflix,1.5,50,15,16,5,100,1,1.00309,0.9354,0.91798,0.0287057,874.513,
trevi,1.5,50,15,16,5,100,1,1.01687,0.7214,9.56356,0.00986637,874.513,
trevi,1.5,50,15,16,5,100,1,1.00487,0.865,20.5862,0.0284183,874.513,
trevi,1.5,50,15,16,5,100,1,1.00809,0.818,16.9556,0.0192086,874.513,
notre,1.5,50,15,16,5,100,1,1.00482,0.8964,43.053,0.020284,874.513,
uqv,1.5,50,15,16,5,100,1,1.94663,0,0.1198,0.00010641,874.513,
uqv,1.5,50,15,16,5,100,1,1.80831,0.0008,0.11308,0.00010664,874.513,
millionSong,1.5,50,15,16,5,100,1,1.00241,0.9152,113.248,0.0151474,874.513,
uqv,1.5,50,15,16,5,100,1,1.80831,0.0008,0.10022,0.00010664,874.513,
movielens,1.5,50,15,16,5,100,1,1.0236,0.6896,0.4926,0.0200843,874.513,
MNIST,1.5,50,15,16,5,100,1,1.01122,0.8526,5.2565,0.0163816,874.513,
netflix,1.5,50,15,16,5,100,1,1.01412,0.7954,0.95424,0.0201125,874.513,
millionSong,1.5,50,15,16,5,100,1,1.00344,0.8958,100.419,0.00810974,874.513,
movielens,1.5,50,15,16,5,100,1,1.05777,0.4944,0.52869,0.0102932,874.513,
MNIST,1.5,50,15,16,5,100,1,1.03253,0.7482,6.29174,0.0090529,874.513,
netflix,1.5,50,15,16,5,100,1,1.0226,0.7044,0.78622,0.0101154,874.513,
notre,1.5,50,15,16,5,100,1,1.00818,0.8666,50.0835,0.0156299,874.513,
notre,1.5,50,15,16,5,100,1,1.01626,0.8062,48.636,0.0081471,874.513,
ukbench,1.5,50,15,16,5,100,1,1.00766,0.8568,147.9,0.00804693,874.513,
ukbench,1.5,50,15,16,5,100,1,1.00301,0.9112,150.947,0.0181781,874.513,
ukbench,1.5,50,15,16,5,100,1,1.00458,0.8926,145.48,0.0132433,874.513,
word2vec,1.5,50,15,16,5,100,1,1.02468,0.3512,145.333,0.00990232,874.513,
yahoomusic,1.5,50,15,16,5,100,1,1.0147,0.7392,8.99988,0.00991816,874.513,
word2vec,1.5,50,15,16,5,100,1,1.01502,0.46,166.613,0.0197472,874.513,
word2vec,1.5,50,15,16,5,100,1,1.01131,0.5328,178.017,0.0294542,874.513,
yahoomusic,1.5,50,15,16,5,100,1,1.00868,0.8264,12.5052,0.0194524,874.513,
yahoomusic,1.5,50,15,16,5,100,1,1.00428,0.9056,12.1732,0.0272323,874.513,
tiny5m,1.5,50,15,16,5,100,1,1.00705,0.701,898.161,0.0280633,874.513,
crawl,1.5,50,15,16,5,100,1,1.0217,0.5598,348.996,0.019504,874.514,
tiny5m,1.5,50,15,16,5,100,1,1.01134,0.603,820.056,0.0192583,874.515,
crawl,1.5,50,15,16,5,100,1,1.03403,0.465,329.513,0.00986991,874.516,
tiny5m,1.5,50,15,16,5,100,1,1.01659,0.5028,737.074,0.00982547,874.517,
nuswide,1.75,50,15,16,5,100,1,1.01936,0.529,36.4989,0.0191143,874.521,
nuswide,1.75,50,15,16,5,100,1,1.02821,0.4646,38.8009,0.00964574,874.521,
nuswide,1.75,50,15,16,5,100,1,1.01555,0.5682,44.8269,0.0284161,874.521,
nytimes,1.75,50,15,16,5,100,1,1.17884,0.1112,47.5928,0.0100085,874.521,
nytimes,1.75,50,15,16,5,100,1,1.13355,0.149,51.8208,0.01999,874.521,
nytimes,1.75,50,15,16,5,100,1,1.11021,0.1726,52.4586,0.0298894,874.521,
astro1m,1.75,50,15,16,5,100,1,1.04325,0.1394,174.47,0.00992879,874.521,
astro1m,1.75,50,15,16,5,100,1,1.03228,0.2056,174.16,0.0197286,874.521,
audio,1.75,50,15,16,5,100,1,1.01208,0.83,3.52333,0.0088529,874.521,
audio,1.75,50,15,16,5,100,1,1.0067,0.8714,3.83716,0.0145944,874.521,
astro1m,1.75,50,15,16,5,100,1,1.02596,0.2626,194.119,0.0295284,874.521,
audio,1.75,50,15,16,5,100,1,1.00639,0.8882,3.54348,0.0210602,874.521,
random,1.75,50,15,16,5,100,1,1.04398,0.564,127.986,0.00957146,874.521,
random,1.75,50,15,16,5,100,1,1.04029,0.6848,135.573,0.0186862,874.521,
random,1.75,50,15,16,5,100,1,1.0372,0.7334,139.715,0.0268053,874.521,
bigann,1.75,50,15,16,5,100,1,1.01031,0.7852,128.325,0.00902066,874.521,
cifar,1.75,50,15,16,5,100,1,1.0349,0.5932,2.41997,0.0098552,874.521,
bigann,1.75,50,15,16,5,100,1,1.00531,0.8638,151.116,0.0163842,874.521,
cifar,1.75,50,15,16,5,100,1,1.02109,0.69,4.71554,0.0189878,874.521,
sald1m,1.75,50,15,16,5,100,1,1.00823,0.8134,124.471,0.00767772,874.521,
bigann,1.75,50,15,16,5,100,1,1.00431,0.8872,157.105,0.0216276,874.521,
cifar,1.75,50,15,16,5,100,1,1.01544,0.7402,4.02388,0.0289316,874.521,
sald1m,1.75,50,15,16,5,100,1,1.00498,0.8672,128.868,0.0157935,874.521,
sald1m,1.75,50,15,16,5,100,1,1.00271,0.9046,126.288,0.0172501,874.521,
deep,1.75,50,15,16,5,100,1,1.01717,0.7028,150.835,0.00938846,874.521,
enron,1.75,50,15,16,5,100,1,1.02384,0.6662,6.5619,0.00923979,874.521,
deep,1.75,50,15,16,5,100,1,1.01268,0.7598,169.572,0.0179963,874.521,
seismic1m,1.75,50,15,16,5,100,1,1.02842,0.2808,159.73,0.00981646,874.521,
deep,1.75,50,15,16,5,100,1,1.00679,0.8278,176.353,0.0245564,874.521,
seismic1m,1.75,50,15,16,5,100,1,1.02388,0.3062,170.723,0.0195173,874.521,
enron,1.75,50,15,16,5,100,1,1.01275,0.7666,7.97214,0.0167671,874.521,
seismic1m,1.75,50,15,16,5,100,1,1.02113,0.3342,173.66,0.0266148,874.521,
enron,1.75,50,15,16,5,100,1,1.0084,0.8148,8.01301,0.0240517,874.521,
sift,1.75,50,15,16,5,100,1,1.01013,0.7856,112.127,0.00904282,874.521,
sift,1.75,50,15,16,5,100,1,1.00361,0.893,118.895,0.0170042,874.522,
sift,1.75,50,15,16,5,100,1,1.00276,0.9158,104.898,0.0227517,874.522,
gist,1.75,50,15,16,5,100,1,1.02027,0.4614,153.738,0.00976758,874.522,
gist,1.75,50,15,16,5,100,1,1.01051,0.6246,180.424,0.0190537,874.522,
space1V,1.75,50,15,16,5,100,1,1.04752,0.2444,169.293,0.0100021,874.522,
sun,1.75,50,15,16,5,100,1,1.02937,0.598,7.62259,0.0100221,874.522,
gist,1.75,50,15,16,5,100,1,1.0081,0.6954,188.911,0.0269259,874.522,
space1V,1.75,50,15,16,5,100,1,1.03595,0.324,176.674,0.0200018,874.522,
space1V,1.75,50,15,16,5,100,1,1.0285,0.3942,181.055,0.0299721,874.522,
sun,1.75,50,15,16,5,100,1,1.01807,0.6886,7.7305,0.0196318,874.522,
sun,1.75,50,15,16,5,100,1,1.01315,0.7418,8.74387,0.0291044,874.522,
glove,1.75,50,15,16,5,100,1,1.02412,0.6116,193.842,0.0097692,874.522,
text-to-image,1.75,50,15,16,5,100,1,1.02416,0.6918,170.345,0.00936719,874.522,
glove,1.75,50,15,16,5,100,1,1.01414,0.6904,214.983,0.0195157,874.522,
text-to-image,1.75,50,15,16,5,100,1,1.01954,0.7388,182.464,0.0188751,874.522,
glove,1.75,50,15,16,5,100,1,1.01068,0.7428,221.822,0.0282133,874.522,
text-to-image,1.75,50,15,16,5,100,1,1.0143,0.7902,187.533,0.0275918,874.522,
trevi,1.75,50,15,16,5,100,1,1.0178,0.7216,12.5831,0.00992122,874.522,
imageNet,1.75,50,15,16,5,100,1,1.20814,0.435,69.4595,0.00654352,874.522,
trevi,1.75,50,15,16,5,100,1,1.01039,0.7948,15.8631,0.0195357,874.522,
lastfm,1.75,50,15,16,5,100,1,1.00109,0.4466,0.87622,0.00880008,874.522,
uqv,1.75,50,15,16,5,100,1,2.223,0.0006,0.13134,0.00010624,874.522,
trevi,1.75,50,15,16,5,100,1,1.00523,0.8624,20.4769,0.0279651,874.522,
uqv,1.75,50,15,16,5,100,1,2.00118,0.0018,0.14451,0.00010595,874.522,
uqv,1.75,50,15,16,5,100,1,2.02673,0.0008,0.13351,0.00010657,874.522,
imageNet,1.75,50,15,16,5,100,1,1.20216,0.5222,110.901,0.00920084,874.522,
lastfm,1.75,50,15,16,5,100,1,1.00072,0.5908,2.01855,0.0169609,874.522,
imageNet,1.75,50,15,16,5,100,1,1.19653,0.5448,117.148,0.0124065,874.522,
millionSong,1.75,50,15,16,5,100,1,1.00465,0.8748,96.9313,0.00816932,874.522,
movielens,1.75,50,15,16,5,100,1,1.03093,0.6294,0.51127,0.0101555,874.522,
ukbench,1.75,50,15,16,5,100,1,1.0101,0.8284,138.773,0.00724991,874.522,
lastfm,1.75,50,15,16,5,100,1,1.0004,0.6986,4.01762,0.0277612,874.522,
MNIST,1.75,50,15,16,5,100,1,1.02077,0.8036,4.37141,0.00875841,874.522,
netflix,1.75,50,15,16,5,100,1,1.03392,0.6358,0.75414,0.0100929,874.522,
notre,1.75,50,15,16,5,100,1,1.01128,0.8376,39.3898,0.00772984,874.523,
ukbench,1.75,50,15,16,5,100,1,1.0066,0.8758,150.747,0.0113725,874.523,
ukbench,1.75,50,15,16,5,100,1,1.00319,0.9072,146.56,0.0152446,874.523,
millionSong,1.75,50,15,16,5,100,1,1.00305,0.9112,99.5351,0.0124501,874.523,
movielens,1.75,50,15,16,5,100,1,1.02704,0.6576,0.53734,0.020103,874.523,
MNIST,1.75,50,15,16,5,100,1,1.01324,0.8278,6.35907,0.015357,874.523,
netflix,1.75,50,15,16,5,100,1,1.00975,0.835,0.861,0.0198182,874.523,
millionSong,1.75,50,15,16,5,100,1,1.00295,0.9084,121.086,0.0211693,874.523,
movielens,1.75,50,15,16,5,100,1,1.00822,0.8358,0.58916,0.0300834,874.523,
word2vec,1.75,50,15,16,5,100,1,1.02953,0.3098,151.062,0.0096113,874.523,
notre,1.75,50,15,16,5,100,1,1.00742,0.8714,48.5184,0.0131411,874.523,
MNIST,1.75,50,15,16,5,100,1,1.01012,0.8634,7.58198,0.0232216,874.523,
netflix,1.75,50,15,16,5,100,1,1.00312,0.9298,0.90372,0.0289629,874.523,
yahoomusic,1.75,50,15,16,5,100,1,1.02699,0.6592,12.0558,0.00986829,874.523,
notre,1.75,50,15,16,5,100,1,1.00538,0.8854,48.6519,0.0191446,874.523,
word2vec,1.75,50,15,16,5,100,1,1.02095,0.4126,163.116,0.0193029,874.523,
word2vec,1.75,50,15,16,5,100,1,1.01533,0.4904,166.838,0.028888,874.523,
yahoomusic,1.75,50,15,16,5,100,1,1.01245,0.7806,10.3578,0.0190826,874.523,
yahoomusic,1.75,50,15,16,5,100,1,1.00744,0.8342,11.5012,0.0250463,874.523,
nuswide,1.5,50,20,16,5,100,1,1.00803,0.6852,46.7712,0.0460388,874.532,
nuswide,1.5,50,20,16,5,100,1,1.00546,0.7452,53.9192,0.0676914,874.532,
nuswide,1.5,50,20,16,5,100,1,1.00403,0.7884,59.9337,0.0885093,874.532,
nuswide,1.5,50,20,16,5,100,1,1.02058,0.5128,40.5175,0.00973109,874.532,
nuswide,1.5,50,20,16,5,100,1,1.01366,0.588,42.9821,0.0192595,874.532,
nytimes,1.5,50,20,16,5,100,1,1.01559,0.2606,62.0584,0.0499536,874.532,
nuswide,1.5,50,20,16,5,100,1,1.01059,0.634,44.9211,0.028731,874.532,
nytimes,1.5,50,20,16,5,100,1,1.00455,0.2882,65.9081,0.07338,874.532,
nytimes,1.5,50,20,16,5,100,1,1.00085,0.3034,69.8402,0.0945337,874.532,
